year,week,team_name,won,game_type
1974,week 10,Dallas Cowboys,False,1974 Regular Season
1974,week 10,Denver Broncos,False,1974 Regular Season
1974,week 11,Cincinnati Bengals,True,1974 Regular Season
1974,week 11,Buffalo Bills,True,1974 Regular Season
1974,week 11,Detroit Lions,True,1974 Regular Season
1974,week 11,St. Louis Cardinals,True,1974 Regular Season
1974,week 11,New York Jets,True,1974 Regular Season
1974,week 11,Washington Redskins,True,1974 Regular Season
1974,week 11,New England Patriots,True,1974 Regular Season
1974,week 11,Green Bay Packers,True,1974 Regular Season
1974,week 11,Dallas Cowboys,True,1974 Regular Season
1974,week 11,Denver Broncos,True,1974 Regular Season
1974,week 11,Los Angeles Rams,True,1974 Regular Season
1974,week 11,San Francisco 49ers,True,1974 Regular Season
1974,week 11,Pittsburgh Steelers,True,1974 Regular Season
1974,week 11,Kansas City Chiefs,False,1974 Regular Season
1974,week 11,Cleveland Browns,False,1974 Regular Season
1974,week 11,Chicago Bears,False,1974 Regular Season
1974,week 11,New York Giants,False,1974 Regular Season
1974,week 11,Miami Dolphins,False,1974 Regular Season
1974,week 11,Philadelphia Eagles,False,1974 Regular Season
1974,week 11,Baltimore Colts,False,1974 Regular Season
1974,week 11,San Diego Chargers,False,1974 Regular Season
1974,week 11,Houston Oilers,False,1974 Regular Season
1974,week 11,Oakland Raiders,False,1974 Regular Season
1974,week 11,Minnesota Vikings,False,1974 Regular Season
1974,week 11,Atlanta Falcons,False,1974 Regular Season
1974,week 11,New Orleans Saints,False,1974 Regular Season
1974,week 12,Denver Broncos,True,1974 Regular Season
1974,week 12,Dallas Cowboys,True,1974 Regular Season
1974,week 12,Buffalo Bills,True,1974 Regular Season
1974,week 12,Cleveland Browns,True,1974 Regular Season
1974,week 12,New York Jets,True,1974 Regular Season
1974,week 12,Philadelphia Eagles,True,1974 Regular Season
1974,week 12,Houston Oilers,True,1974 Regular Season
1974,week 12,Chicago Bears,True,1974 Regular Season
1974,week 12,Kansas City Chiefs,True,1974 Regular Season
1974,week 12,Minnesota Vikings,True,1974 Regular Season
1974,week 12,Los Angeles Rams,True,1974 Regular Season
1974,week 12,Oakland Raiders,True,1974 Regular Season
1974,week 12,Miami Dolphins,True,1974 Regular Season
1974,week 12,Detroit Lions,False,1974 Regular Season
1974,week 12,Washington Redskins,False,1974 Regular Season
1974,week 12,Baltimore Colts,False,1974 Regular Season
1974,week 12,San Francisco 49ers,False,1974 Regular Season
1974,week 12,San Diego Chargers,False,1974 Regular Season
1974,week 12,Green Bay Packers,False,1974 Regular Season
1974,week 12,Pittsburgh Steelers,False,1974 Regular Season
1974,week 12,New York Giants,False,1974 Regular Season
1974,week 12,St. Louis Cardinals,False,1974 Regular Season
1974,week 12,New Orleans Saints,False,1974 Regular Season
1974,week 12,Atlanta Falcons,False,1974 Regular Season
1974,week 12,New England Patriots,False,1974 Regular Season
1974,week 12,Cincinnati Bengals,False,1974 Regular Season
1974,week 13,Minnesota Vikings,True,1974 Regular Season
1974,week 13,Dallas Cowboys,True,1974 Regular Season
1974,week 13,Detroit Lions,True,1974 Regular Season
1974,week 13,New Orleans Saints,True,1974 Regular Season
1974,week 13,Pittsburgh Steelers,True,1974 Regular Season
1974,week 13,Philadelphia Eagles,True,1974 Regular Season
1974,week 13,New York Jets,True,1974 Regular Season
1974,week 13,Miami Dolphins,True,1974 Regular Season
1974,week 13,Denver Broncos,True,1974 Regular Season
1974,week 13,Oakland Raiders,True,1974 Regular Season
1974,week 13,San Diego Chargers,True,1974 Regular Season
1974,week 13,San Francisco 49ers,True,1974 Regular Season
1974,week 13,Washington Redskins,True,1974 Regular Season
1974,week 13,Atlanta Falcons,False,1974 Regular Season
1974,week 13,Cleveland Browns,False,1974 Regular Season
1974,week 13,Cincinnati Bengals,False,1974 Regular Season
1974,week 13,St. Louis Cardinals,False,1974 Regular Season
1974,week 13,New England Patriots,False,1974 Regular Season
1974,week 13,New York Giants,False,1974 Regular Season
1974,week 13,Buffalo Bills,False,1974 Regular Season
1974,week 13,Baltimore Colts,False,1974 Regular Season
1974,week 13,Houston Oilers,False,1974 Regular Season
1974,week 13,Kansas City Chiefs,False,1974 Regular Season
1974,week 13,Chicago Bears,False,1974 Regular Season
1974,week 13,Green Bay Packers,False,1974 Regular Season
1974,week 13,Los Angeles Rams,False,1974 Regular Season
1974,week 14,Pittsburgh Steelers,True,1974 Regular Season
1974,week 14,Minnesota Vikings,True,1974 Regular Season
1974,week 14,Oakland Raiders,True,1974 Regular Season
1974,week 14,Atlanta Falcons,True,1974 Regular Season
1974,week 14,Miami Dolphins,True,1974 Regular Season
1974,week 14,Philadelphia Eagles,True,1974 Regular Season
1974,week 14,Washington Redskins,True,1974 Regular Season
1974,week 14,New York Jets,True,1974 Regular Season
1974,week 14,St. Louis Cardinals,True,1974 Regular Season
1974,week 14,Houston Oilers,True,1974 Regular Season
1974,week 14,Los Angeles Rams,True,1974 Regular Season
1974,week 14,San Diego Chargers,True,1974 Regular Season
1974,week 14,San Francisco 49ers,True,1974 Regular Season
1974,week 14,Cincinnati Bengals,False,1974 Regular Season
1974,week 14,Kansas City Chiefs,False,1974 Regular Season
1974,week 14,Dallas Cowboys,False,1974 Regular Season
1974,week 14,Green Bay Packers,False,1974 Regular Season
1974,week 14,New England Patriots,False,1974 Regular Season
1974,week 14,Detroit Lions,False,1974 Regular Season
1974,week 14,Chicago Bears,False,1974 Regular Season
1974,week 14,Baltimore Colts,False,1974 Regular Season
1974,week 14,New York Giants,False,1974 Regular Season
1974,week 14,Cleveland Browns,False,1974 Regular Season
1974,week 14,Buffalo Bills,False,1974 Regular Season
1974,week 14,Denver Broncos,False,1974 Regular Season
1974,week 14,New Orleans Saints,False,1974 Regular Season
1974,week 15,Minnesota Vikings,True,1974 Divisional Round
1974,week 15,Oakland Raiders,True,1974 Divisional Round
1974,week 15,Pittsburgh Steelers,True,1974 Divisional Round
1974,week 15,Los Angeles Rams,True,1974 Divisional Round
1974,week 15,St. Louis Cardinals,False,1974 Divisional Round
1974,week 15,Miami Dolphins,False,1974 Divisional Round
1974,week 15,Buffalo Bills,False,1974 Divisional Round
1974,week 15,Washington Redskins,False,1974 Divisional Round
1974,week 16,Minnesota Vikings,True,1974 Conf Champ
1974,week 16,Pittsburgh Steelers,True,1974 Conf Champ
1974,week 16,Los Angeles Rams,False,1974 Conf Champ
1974,week 16,Oakland Raiders,False,1974 Conf Champ
1974,week 17,Pittsburgh Steelers,True,Super Bowl
1974,week 17,Minnesota Vikings,False,Super Bowl
1975,week 1,Buffalo Bills,True,1975 Regular Season
1975,week 1,Cincinnati Bengals,True,1975 Regular Season
1975,week 1,Houston Oilers,True,1975 Regular Season
1975,week 1,New York Giants,True,1975 Regular Season
1975,week 1,Washington Redskins,True,1975 Regular Season
1975,week 1,Baltimore Colts,True,1975 Regular Season
1975,week 1,St. Louis Cardinals,True,1975 Regular Season
1975,week 1,Detroit Lions,True,1975 Regular Season
1975,week 1,Minnesota Vikings,True,1975 Regular Season
1975,week 1,Dallas Cowboys,True,1975 Regular Season
1975,week 1,Denver Broncos,True,1975 Regular Season
1975,week 1,Pittsburgh Steelers,True,1975 Regular Season
1975,week 1,Oakland Raiders,True,1975 Regular Season
1975,week 1,New York Jets,False,1975 Regular Season
1975,week 1,Cleveland Browns,False,1975 Regular Season
1975,week 1,New England Patriots,False,1975 Regular Season
1975,week 1,Philadelphia Eagles,False,1975 Regular Season
1975,week 1,New Orleans Saints,False,1975 Regular Season
1975,week 1,Chicago Bears,False,1975 Regular Season
1975,week 1,Atlanta Falcons,False,1975 Regular Season
1975,week 1,Green Bay Packers,False,1975 Regular Season
1975,week 1,San Francisco 49ers,False,1975 Regular Season
1975,week 1,Los Angeles Rams,False,1975 Regular Season
1975,week 1,Kansas City Chiefs,False,1975 Regular Season
1975,week 1,San Diego Chargers,False,1975 Regular Season
1975,week 1,Miami Dolphins,False,1975 Regular Season
1975,week 2,Detroit Lions,True,1975 Regular Season
1975,week 2,Minnesota Vikings,True,1975 Regular Season
1975,week 2,Miami Dolphins,True,1975 Regular Season
1975,week 2,Washington Redskins,True,1975 Regular Season
1975,week 2,Chicago Bears,True,1975 Regular Season
1975,week 2,Oakland Raiders,True,1975 Regular Season
1975,week 2,Dallas Cowboys,True,1975 Regular Season
1975,week 2,New York Jets,True,1975 Regular Season
1975,week 2,Cincinnati Bengals,True,1975 Regular Season
1975,week 2,Houston Oilers,True,1975 Regular Season
1975,week 2,Buffalo Bills,True,1975 Regular Season
1975,week 2,Los Angeles Rams,True,1975 Regular Season
1975,week 2,Denver Broncos,True,1975 Regular Season
1975,week 2,Atlanta Falcons,False,1975 Regular Season
1975,week 2,Cleveland Browns,False,1975 Regular Season
1975,week 2,New England Patriots,False,1975 Regular Season
1975,week 2,New York Giants,False,1975 Regular Season
1975,week 2,Philadelphia Eagles,False,1975 Regular Season
1975,week 2,Baltimore Colts,False,1975 Regular Season
1975,week 2,St. Louis Cardinals,False,1975 Regular Season
1975,week 2,Kansas City Chiefs,False,1975 Regular Season
1975,week 2,New Orleans Saints,False,1975 Regular Season
1975,week 2,San Diego Chargers,False,1975 Regular Season
1975,week 2,Pittsburgh Steelers,False,1975 Regular Season
1975,week 2,San Francisco 49ers,False,1975 Regular Season
1975,week 2,Green Bay Packers,False,1975 Regular Season
1975,week 3,Atlanta Falcons,True,1975 Regular Season
1975,week 3,Buffalo Bills,True,1975 Regular Season
1975,week 3,Pittsburgh Steelers,True,1975 Regular Season
1975,week 3,New York Jets,True,1975 Regular Season
1975,week 3,St. Louis Cardinals,True,1975 Regular Season
1975,week 3,Miami Dolphins,True,1975 Regular Season
1975,week 3,San Francisco 49ers,True,1975 Regular Season
1975,week 3,Minnesota Vikings,True,1975 Regular Season
1975,week 3,Cincinnati Bengals,True,1975 Regular Season
1975,week 3,Philadelphia Eagles,True,1975 Regular Season
1975,week 3,Los Angeles Rams,True,1975 Regular Season
1975,week 3,Oakland Raiders,True,1975 Regular Season
1975,week 3,Dallas Cowboys,True,1975 Regular Season
1975,week 3,New Orleans Saints,False,1975 Regular Season
1975,week 3,Denver Broncos,False,1975 Regular Season
1975,week 3,Cleveland Browns,False,1975 Regular Season
1975,week 3,New England Patriots,False,1975 Regular Season
1975,week 3,New York Giants,False,1975 Regular Season
1975,week 3,Green Bay Packers,False,1975 Regular Season
1975,week 3,Kansas City Chiefs,False,1975 Regular Season
1975,week 3,Chicago Bears,False,1975 Regular Season
1975,week 3,Houston Oilers,False,1975 Regular Season
1975,week 3,Washington Redskins,False,1975 Regular Season
1975,week 3,Baltimore Colts,False,1975 Regular Season
1975,week 3,San Diego Chargers,False,1975 Regular Season
1975,week 3,Detroit Lions,False,1975 Regular Season
1975,week 4,Cincinnati Bengals,True,1975 Regular Season
1975,week 4,Houston Oilers,True,1975 Regular Season
1975,week 4,Detroit Lions,True,1975 Regular Season
1975,week 4,Dallas Cowboys,True,1975 Regular Season
1975,week 4,Pittsburgh Steelers,True,1975 Regular Season
1975,week 4,Buffalo Bills,True,1975 Regular Season
1975,week 4,Minnesota Vikings,True,1975 Regular Season
1975,week 4,New Orleans Saints,True,1975 Regular Season
1975,week 4,Kansas City Chiefs,True,1975 Regular Season
1975,week 4,Miami Dolphins,True,1975 Regular Season
1975,week 4,Los Angeles Rams,True,1975 Regular Season
1975,week 4,Atlanta Falcons,True,1975 Regular Season
1975,week 4,Washington Redskins,True,1975 Regular Season
1975,week 4,New England Patriots,False,1975 Regular Season
1975,week 4,Cleveland Browns,False,1975 Regular Season
1975,week 4,Chicago Bears,False,1975 Regular Season
1975,week 4,New York Giants,False,1975 Regular Season
1975,week 4,Denver Broncos,False,1975 Regular Season
1975,week 4,Baltimore Colts,False,1975 Regular Season
1975,week 4,New York Jets,False,1975 Regular Season
1975,week 4,Green Bay Packers,False,1975 Regular Season
1975,week 4,Oakland Raiders,False,1975 Regular Season
1975,week 4,Philadelphia Eagles,False,1975 Regular Season
1975,week 4,San Diego Chargers,False,1975 Regular Season
1975,week 4,San Francisco 49ers,False,1975 Regular Season
1975,week 4,St. Louis Cardinals,False,1975 Regular Season
1975,week 5,New England Patriots,True,1975 Regular Season
1975,week 5,Miami Dolphins,True,1975 Regular Season
1975,week 5,Pittsburgh Steelers,True,1975 Regular Season
1975,week 5,St. Louis Cardinals,True,1975 Regular Season
1975,week 5,Green Bay Packers,True,1975 Regular Season
1975,week 5,Houston Oilers,True,1975 Regular Season
1975,week 5,Cincinnati Bengals,True,1975 Regular Season
1975,week 5,Denver Broncos,True,1975 Regular Season
1975,week 5,Minnesota Vikings,True,1975 Regular Season
1975,week 5,Los Angeles Rams,True,1975 Regular Season
1975,week 5,Kansas City Chiefs,True,1975 Regular Season
1975,week 5,San Francisco 49ers,True,1975 Regular Season
1975,week 5,New York Giants,True,1975 Regular Season
1975,week 5,Baltimore Colts,False,1975 Regular Season
1975,week 5,New York Jets,False,1975 Regular Season
1975,week 5,Chicago Bears,False,1975 Regular Season
1975,week 5,Philadelphia Eagles,False,1975 Regular Season
1975,week 5,Dallas Cowboys,False,1975 Regular Season
1975,week 5,Washington Redskins,False,1975 Regular Season
1975,week 5,Oakland Raiders,False,1975 Regular Season
1975,week 5,Cleveland Browns,False,1975 Regular Season
1975,week 5,Detroit Lions,False,1975 Regular Season
1975,week 5,Atlanta Falcons,False,1975 Regular Season
1975,week 5,San Diego Chargers,False,1975 Regular Season
1975,week 5,New Orleans Saints,False,1975 Regular Season
1975,week 5,Buffalo Bills,False,1975 Regular Season
1975,week 6,St. Louis Cardinals,True,1975 Regular Season
1975,week 6,Cincinnati Bengals,True,1975 Regular Season
1975,week 6,Washington Redskins,True,1975 Regular Season
1975,week 6,New England Patriots,True,1975 Regular Season
1975,week 6,Baltimore Colts,True,1975 Regular Season
1975,week 6,Dallas Cowboys,True,1975 Regular Season
1975,week 6,Pittsburgh Steelers,True,1975 Regular Season
1975,week 6,Kansas City Chiefs,True,1975 Regular Season
1975,week 6,Houston Oilers,True,1975 Regular Season
1975,week 6,Miami Dolphins,True,1975 Regular Season
1975,week 6,Oakland Raiders,True,1975 Regular Season
1975,week 6,Los Angeles Rams,True,1975 Regular Season
1975,week 6,Minnesota Vikings,True,1975 Regular Season
1975,week 6,New York Giants,False,1975 Regular Season
1975,week 6,Atlanta Falcons,False,1975 Regular Season
1975,week 6,Cleveland Browns,False,1975 Regular Season
1975,week 6,San Francisco 49ers,False,1975 Regular Season
1975,week 6,New York Jets,False,1975 Regular Season
1975,week 6,Philadelphia Eagles,False,1975 Regular Season
1975,week 6,Green Bay Packers,False,1975 Regular Season
1975,week 6,Denver Broncos,False,1975 Regular Season
1975,week 6,Detroit Lions,False,1975 Regular Season
1975,week 6,Buffalo Bills,False,1975 Regular Season
1975,week 6,San Diego Chargers,False,1975 Regular Season
1975,week 6,New Orleans Saints,False,1975 Regular Season
1975,week 6,Chicago Bears,False,1975 Regular Season
1975,week 7,New York Giants,True,1975 Regular Season
1975,week 7,Pittsburgh Steelers,True,1975 Regular Season
1975,week 7,Buffalo Bills,True,1975 Regular Season
1975,week 7,Miami Dolphins,True,1975 Regular Season
1975,week 7,Baltimore Colts,True,1975 Regular Season
1975,week 7,St. Louis Cardinals,True,1975 Regular Season
1975,week 7,Minnesota Vikings,True,1975 Regular Season
1975,week 7,Houston Oilers,True,1975 Regular Season
1975,week 7,New Orleans Saints,True,1975 Regular Season
1975,week 7,Oakland Raiders,True,1975 Regular Season
1975,week 7,Detroit Lions,True,1975 Regular Season
1975,week 7,Washington Redskins,True,1975 Regular Season
1975,week 7,Los Angeles Rams,True,1975 Regular Season
1975,week 7,San Diego Chargers,False,1975 Regular Season
1975,week 7,Cincinnati Bengals,False,1975 Regular Season
1975,week 7,New York Jets,False,1975 Regular Season
1975,week 7,Chicago Bears,False,1975 Regular Season
1975,week 7,Cleveland Browns,False,1975 Regular Season
1975,week 7,New England Patriots,False,1975 Regular Season
1975,week 7,Green Bay Packers,False,1975 Regular Season
1975,week 7,Kansas City Chiefs,False,1975 Regular Season
1975,week 7,Atlanta Falcons,False,1975 Regular Season
1975,week 7,Denver Broncos,False,1975 Regular Season
1975,week 7,San Francisco 49ers,False,1975 Regular Season
1975,week 7,Dallas Cowboys,False,1975 Regular Season
1975,week 7,Philadelphia Eagles,False,1975 Regular Season
1975,week 8,Baltimore Colts,True,1975 Regular Season
1975,week 8,Detroit Lions,True,1975 Regular Season
1975,week 8,Washington Redskins,True,1975 Regular Season
1975,week 8,St. Louis Cardinals,True,1975 Regular Season
1975,week 8,Pittsburgh Steelers,True,1975 Regular Season
1975,week 8,Chicago Bears,True,1975 Regular Season
1975,week 8,Minnesota Vikings,True,1975 Regular Season
1975,week 8,Cincinnati Bengals,True,1975 Regular Season
1975,week 8,Miami Dolphins,True,1975 Regular Season
1975,week 8,Oakland Raiders,True,1975 Regular Season
1975,week 8,San Francisco 49ers,True,1975 Regular Season
1975,week 8,New England Patriots,True,1975 Regular Season
1975,week 8,Kansas City Chiefs,True,1975 Regular Season
1975,week 8,Buffalo Bills,False,1975 Regular Season
1975,week 8,Cleveland Browns,False,1975 Regular Season
1975,week 8,New York Giants,False,1975 Regular Season
1975,week 8,Philadelphia Eagles,False,1975 Regular Season
1975,week 8,Houston Oilers,False,1975 Regular Season
1975,week 8,Green Bay Packers,False,1975 Regular Season
1975,week 8,Atlanta Falcons,False,1975 Regular Season
1975,week 8,Denver Broncos,False,1975 Regular Season
1975,week 8,New York Jets,False,1975 Regular Season
1975,week 8,New Orleans Saints,False,1975 Regular Season
1975,week 8,Los Angeles Rams,False,1975 Regular Season
1975,week 8,San Diego Chargers,False,1975 Regular Season
1975,week 8,Dallas Cowboys,False,1975 Regular Season
1975,week 9,Los Angeles Rams,True,1975 Regular Season
1975,week 9,Detroit Lions,True,1975 Regular Season
1975,week 9,Dallas Cowboys,True,1975 Regular Season
1975,week 9,Philadelphia Eagles,True,1975 Regular Season
1975,week 9,Pittsburgh Steelers,True,1975 Regular Season
1975,week 9,Baltimore Colts,True,1975 Regular Season
1975,week 9,Minnesota Vikings,True,1975 Regular Season
1975,week 9,Houston Oilers,True,1975 Regular Season
1975,week 9,St. Louis Cardinals,True,1975 Regular Season
1975,week 9,Oakland Raiders,True,1975 Regular Season
1975,week 9,Denver Broncos,True,1975 Regular Season
1975,week 9,San Francisco 49ers,True,1975 Regular Season
1975,week 9,Cincinnati Bengals,True,1975 Regular Season
1975,week 9,Atlanta Falcons,False,1975 Regular Season
1975,week 9,Green Bay Packers,False,1975 Regular Season
1975,week 9,New England Patriots,False,1975 Regular Season
1975,week 9,New York Giants,False,1975 Regular Season
1975,week 9,Kansas City Chiefs,False,1975 Regular Season
1975,week 9,New York Jets,False,1975 Regular Season
1975,week 9,New Orleans Saints,False,1975 Regular Season
1975,week 9,Miami Dolphins,False,1975 Regular Season
1975,week 9,Washington Redskins,False,1975 Regular Season
1975,week 9,Cleveland Browns,False,1975 Regular Season
1975,week 9,San Diego Chargers,False,1975 Regular Season
1975,week 9,Chicago Bears,False,1975 Regular Season
1975,week 9,Buffalo Bills,False,1975 Regular Season
1975,week 10,Atlanta Falcons,True,1975 Regular Season
1975,week 10,Buffalo Bills,True,1975 Regular Season
1975,week 10,Cleveland Browns,True,1975 Regular Season
1975,week 10,Baltimore Colts,True,1975 Regular Season
1975,week 10,St. Louis Cardinals,True,1975 Regular Season
1975,week 10,Dallas Cowboys,True,1975 Regular Season
1975,week 10,Green Bay Packers,True,1975 Regular Season
1975,week 10,Kansas City Chiefs,True,1975 Regular Season
1975,week 10,Minnesota Vikings,True,1975 Regular Season
1975,week 10,San Francisco 49ers,True,1975 Regular Season
1975,week 10,Los Angeles Rams,True,1975 Regular Season
1975,week 10,Oakland Raiders,True,1975 Regular Season
1975,week 10,Pittsburgh Steelers,True,1975 Regular Season
1975,week 10,Denver Broncos,False,1975 Regular Season
1975,week 10,New England Patriots,False,1975 Regular Season
1975,week 10,Cincinnati Bengals,False,1975 Regular Season
1975,week 10,Miami Dolphins,False,1975 Regular Season
1975,week 10,New York Jets,False,1975 Regular Season
1975,week 10,Philadelphia Eagles,False,1975 Regular Season
1975,week 10,New York Giants,False,1975 Regular Season
1975,week 10,Detroit Lions,False,1975 Regular Season
1975,week 10,San Diego Chargers,False,1975 Regular Season
1975,week 10,New Orleans Saints,False,1975 Regular Season
1975,week 10,Chicago Bears,False,1975 Regular Season
1975,week 10,Washington Redskins,False,1975 Regular Season
1975,week 10,Houston Oilers,False,1975 Regular Season
1975,week 11,Los Angeles Rams,True,1975 Regular Season
1975,week 11,Buffalo Bills,True,1975 Regular Season
1975,week 11,Cincinnati Bengals,True,1975 Regular Season
1975,week 11,Cleveland Browns,True,1975 Regular Season
1975,week 11,Pittsburgh Steelers,True,1975 Regular Season
1975,week 11,Philadelphia Eagles,True,1975 Regular Season
1975,week 11,Baltimore Colts,True,1975 Regular Season
1975,week 11,Dallas Cowboys,True,1975 Regular Season
1975,week 11,Green Bay Packers,True,1975 Regular Season
1975,week 11,Denver Broncos,True,1975 Regular Season
1975,week 11,Oakland Raiders,True,1975 Regular Season
1975,week 11,Washington Redskins,True,1975 Regular Season
1975,week 11,Miami Dolphins,True,1975 Regular Season
1975,week 11,Detroit Lions,False,1975 Regular Season
1975,week 11,St. Louis Cardinals,False,1975 Regular Season
1975,week 11,Houston Oilers,False,1975 Regular Season
1975,week 11,New Orleans Saints,False,1975 Regular Season
1975,week 11,New York Jets,False,1975 Regular Season
1975,week 11,San Francisco 49ers,False,1975 Regular Season
1975,week 11,Kansas City Chiefs,False,1975 Regular Season
1975,week 11,New York Giants,False,1975 Regular Season
1975,week 11,Chicago Bears,False,1975 Regular Season
1975,week 11,San Diego Chargers,False,1975 Regular Season
1975,week 11,Atlanta Falcons,False,1975 Regular Season
1975,week 11,Minnesota Vikings,False,1975 Regular Season
1975,week 11,New England Patriots,False,1975 Regular Season
1975,week 12,Washington Redskins,True,1975 Regular Season
1975,week 12,New York Jets,True,1975 Regular Season
1975,week 12,Baltimore Colts,True,1975 Regular Season
1975,week 12,Cincinnati Bengals,True,1975 Regular Season
1975,week 12,Pittsburgh Steelers,True,1975 Regular Season
1975,week 12,Chicago Bears,True,1975 Regular Season
1975,week 12,St. Louis Cardinals,True,1975 Regular Season
1975,week 12,San Diego Chargers,True,1975 Regular Season
1975,week 12,Minnesota Vikings,True,1975 Regular Season
1975,week 12,Los Angeles Rams,True,1975 Regular Season
1975,week 12,Miami Dolphins,True,1975 Regular Season
1975,week 12,Houston Oilers,True,1975 Regular Season
1975,week 12,Oakland Raiders,True,1975 Regular Season
1975,week 12,Atlanta Falcons,False,1975 Regular Season
1975,week 12,New England Patriots,False,1975 Regular Season
1975,week 12,New York Giants,False,1975 Regular Season
1975,week 12,Philadelphia Eagles,False,1975 Regular Season
1975,week 12,Cleveland Browns,False,1975 Regular Season
1975,week 12,Detroit Lions,False,1975 Regular Season
1975,week 12,Dallas Cowboys,False,1975 Regular Season
1975,week 12,Kansas City Chiefs,False,1975 Regular Season
1975,week 12,Green Bay Packers,False,1975 Regular Season
1975,week 12,New Orleans Saints,False,1975 Regular Season
1975,week 12,Buffalo Bills,False,1975 Regular Season
1975,week 12,San Francisco 49ers,False,1975 Regular Season
1975,week 12,Denver Broncos,False,1975 Regular Season
1975,week 13,Pittsburgh Steelers,True,1975 Regular Season
1975,week 13,Dallas Cowboys,True,1975 Regular Season
1975,week 13,Atlanta Falcons,True,1975 Regular Season
1975,week 13,Cleveland Browns,True,1975 Regular Season
1975,week 13,Buffalo Bills,True,1975 Regular Season
1975,week 13,New York Giants,True,1975 Regular Season
1975,week 13,St. Louis Cardinals,True,1975 Regular Season
1975,week 13,Baltimore Colts,True,1975 Regular Season
1975,week 13,Denver Broncos,True,1975 Regular Season
1975,week 13,Detroit Lions,True,1975 Regular Season
1975,week 13,Houston Oilers,True,1975 Regular Season
1975,week 13,Los Angeles Rams,True,1975 Regular Season
1975,week 13,San Diego Chargers,True,1975 Regular Season
1975,week 13,Cincinnati Bengals,False,1975 Regular Season
1975,week 13,Washington Redskins,False,1975 Regular Season
1975,week 13,San Francisco 49ers,False,1975 Regular Season
1975,week 13,Kansas City Chiefs,False,1975 Regular Season
1975,week 13,New England Patriots,False,1975 Regular Season
1975,week 13,New Orleans Saints,False,1975 Regular Season
1975,week 13,Chicago Bears,False,1975 Regular Season
1975,week 13,Miami Dolphins,False,1975 Regular Season
1975,week 13,Philadelphia Eagles,False,1975 Regular Season
1975,week 13,Minnesota Vikings,False,1975 Regular Season
1975,week 13,Oakland Raiders,False,1975 Regular Season
1975,week 13,Green Bay Packers,False,1975 Regular Season
1975,week 13,New York Jets,False,1975 Regular Season
1975,week 14,Minnesota Vikings,True,1975 Regular Season
1975,week 14,Miami Dolphins,True,1975 Regular Season
1975,week 14,Los Angeles Rams,True,1975 Regular Season
1975,week 14,Cincinnati Bengals,True,1975 Regular Season
1975,week 14,St. Louis Cardinals,True,1975 Regular Season
1975,week 14,Dallas Cowboys,True,1975 Regular Season
1975,week 14,Philadelphia Eagles,True,1975 Regular Season
1975,week 14,Baltimore Colts,True,1975 Regular Season
1975,week 14,Green Bay Packers,True,1975 Regular Season
1975,week 14,Chicago Bears,True,1975 Regular Season
1975,week 14,Houston Oilers,True,1975 Regular Season
1975,week 14,Oakland Raiders,True,1975 Regular Season
1975,week 14,New York Giants,True,1975 Regular Season
1975,week 14,Buffalo Bills,False,1975 Regular Season
1975,week 14,Denver Broncos,False,1975 Regular Season
1975,week 14,Pittsburgh Steelers,False,1975 Regular Season
1975,week 14,San Diego Chargers,False,1975 Regular Season
1975,week 14,Detroit Lions,False,1975 Regular Season
1975,week 14,New York Jets,False,1975 Regular Season
1975,week 14,Washington Redskins,False,1975 Regular Season
1975,week 14,New England Patriots,False,1975 Regular Season
1975,week 14,Atlanta Falcons,False,1975 Regular Season
1975,week 14,New Orleans Saints,False,1975 Regular Season
1975,week 14,Cleveland Browns,False,1975 Regular Season
1975,week 14,Kansas City Chiefs,False,1975 Regular Season
1975,week 14,San Francisco 49ers,False,1975 Regular Season
1975,week 15,Pittsburgh Steelers,True,1975 Divisional Round
1975,week 15,Los Angeles Rams,True,1975 Divisional Round
1975,week 15,Dallas Cowboys,True,1975 Divisional Round
1975,week 15,Oakland Raiders,True,1975 Divisional Round
1975,week 15,Baltimore Colts,False,1975 Divisional Round
1975,week 15,St. Louis Cardinals,False,1975 Divisional Round
1975,week 15,Minnesota Vikings,False,1975 Divisional Round
1975,week 15,Cincinnati Bengals,False,1975 Divisional Round
1975,week 16,Pittsburgh Steelers,True,1975 Conf Champ
1975,week 16,Dallas Cowboys,True,1975 Conf Champ
1975,week 16,Oakland Raiders,False,1975 Conf Champ
1975,week 16,Los Angeles Rams,False,1975 Conf Champ
1975,week 17,Pittsburgh Steelers,True,Super Bowl
1975,week 17,Dallas Cowboys,False,Super Bowl
1976,week 1,Los Angeles Rams,True,1976 Regular Season
1976,week 1,Cleveland Browns,True,1976 Regular Season
1976,week 1,Baltimore Colts,True,1976 Regular Season
1976,week 1,Washington Redskins,True,1976 Regular Season
1976,week 1,Chicago Bears,True,1976 Regular Season
1976,week 1,Cincinnati Bengals,True,1976 Regular Season
1976,week 1,Dallas Cowboys,True,1976 Regular Season
1976,week 1,San Francisco 49ers,True,1976 Regular Season
1976,week 1,San Diego Chargers,True,1976 Regular Season
1976,week 1,Minnesota Vikings,True,1976 Regular Season
1976,week 1,Houston Oilers,True,1976 Regular Season
1976,week 1,Oakland Raiders,True,1976 Regular Season
1976,week 1,St. Louis Cardinals,True,1976 Regular Season
1976,week 1,Miami Dolphins,True,1976 Regular Season
1976,week 1,Atlanta Falcons,False,1976 Regular Season
1976,week 1,New York Jets,False,1976 Regular Season
